Transaction_ID,User_ID,Amount,Transaction_Type,Location,Time_of_Day,Is_Fraud
4626,2528,1.88,in-person,Mumbai,night,0
4627,4365,6.71,online,London,afternoon,0
4628,2819,381.96,in-person,London,morning,0
4629,3324,230.42,in-person,London,afternoon,0
4630,2461,61.68,transfer,New York,afternoon,0
4631,2130,232.93,in-person,Mumbai,morning,0
4632,2681,314.48,transfer,London,afternoon,0
4633,3467,73.29,transfer,Mumbai,morning,0
4634,3658,7.34,ATM,New York,afternoon,0
4635,4500,539.95,in-person,Singapore,morning,0
4636,1374,84.68,ATM,Singapore,morning,0
4637,3120,22.52,online,Singapore,night,0
4638,3021,135.4,online,New York,afternoon,0
4639,4705,292.61,in-person,London,morning,0
4640,2053,50.12,ATM,New York,night,0
4641,4259,62.8,in-person,Mumbai,night,0
4642,4435,55.6,online,Singapore,morning,0
4643,2889,957.65,in-person,Mumbai,night,0
4644,2823,43.98,in-person,New York,afternoon,0
4645,2474,171.38,online,Dubai,night,0
4646,3242,518.76,transfer,Dubai,night,0
4647,2179,31.77,ATM,New York,afternoon,0
4648,4243,707.09,transfer,London,night,0
4649,3894,589.3,online,Sydney,night,0
4650,2064,431.82,online,Mumbai,morning,0
4651,4134,48.3,online,New York,night,0
4652,3070,201.05,online,New York,afternoon,0
4653,1359,286.17,online,Dubai,night,0
4654,4146,854.14,transfer,Singapore,night,0
4655,3607,39.79,online,Singapore,afternoon,0
4656,3719,290.51,transfer,Sydney,morning,0
4657,3041,82.74,ATM,London,night,0
4658,4896,38.63,online,London,morning,0
4659,2141,109.42,ATM,Sydney,afternoon,0
4660,2635,315.82,transfer,London,afternoon,0
4661,2403,125.04,in-person,Dubai,morning,0
4662,2943,154.23,online,New York,night,0
4663,1678,1066.14,in-person,London,morning,0
4664,4361,101.87,online,Dubai,night,0
4665,3487,191.11,in-person,Mumbai,night,0
4666,4739,90.9,online,New York,afternoon,0
4667,3980,99.77,in-person,Sydney,afternoon,0
4668,1006,237.91,online,Mumbai,afternoon,0
4669,4267,555.76,online,Singapore,afternoon,0
4670,3468,156.33,in-person,Singapore,afternoon,0
4671,2591,292.55,in-person,New York,night,0
4672,1832,18.69,in-person,London,afternoon,0
4673,4264,47.44,online,New York,night,0
4674,3606,139.48,transfer,London,afternoon,0
4675,4219,4.04,in-person,Sydney,afternoon,0
4676,2810,58.3,online,Singapore,morning,0
4677,4740,145.71,in-person,New York,afternoon,0
4678,4273,3.01,in-person,New York,night,0
4679,4515,61.45,online,Sydney,night,0
4680,1913,144.32,in-person,London,night,0
4681,3011,170.26,transfer,Singapore,night,0
4682,2442,520.07,transfer,Singapore,morning,0
4683,2450,207.32,online,London,morning,1
4684,4054,107.14,transfer,Sydney,afternoon,0
4685,2502,532.86,online,London,afternoon,0
4686,4546,307.31,ATM,Sydney,morning,0
4687,1125,44.63,online,London,morning,0
4688,3442,28.05,in-person,Singapore,night,0
4689,1816,225.29,in-person,Singapore,afternoon,0
4690,3928,164.14,online,New York,afternoon,0
4691,2829,311.82,transfer,Sydney,afternoon,0
4692,1575,268.5,in-person,Singapore,morning,0
4693,3372,196.28,online,Sydney,afternoon,0
4694,2415,859.28,in-person,Sydney,morning,0
4695,1929,152.54,in-person,Mumbai,night,0
4696,4759,24.01,online,Mumbai,morning,0
4697,4699,352.37,ATM,London,night,0
4698,2463,58.03,transfer,Sydney,afternoon,0
4699,4275,300.39,online,London,afternoon,0
4700,4557,629.81,in-person,London,night,0
4701,1832,238.67,online,New York,morning,0
4702,2054,181.28,transfer,Mumbai,morning,1
4703,4459,123.38,ATM,Mumbai,afternoon,0
4704,2648,90.64,online,Singapore,night,0
4705,2900,87.08,transfer,Mumbai,morning,0
4706,2457,202.33,in-person,Singapore,morning,0
4707,3884,278.28,online,Sydney,afternoon,0
4708,3973,226.96,ATM,New York,night,0
4709,2399,44.23,in-person,London,morning,0
4710,4415,136.24,in-person,London,afternoon,0
4711,1442,313.7,in-person,Sydney,afternoon,0
4712,4650,129.14,online,Singapore,morning,0
4713,3122,153.84,online,Dubai,night,0
4714,1556,294.93,ATM,Sydney,afternoon,0
4715,4843,216.51,in-person,Singapore,night,0
4716,4737,105.3,transfer,Sydney,afternoon,0
4717,2178,451.55,online,New York,morning,0
4718,4501,35.48,in-person,Sydney,afternoon,0
4719,3037,1081.47,ATM,Sydney,night,0
4720,1362,25.31,online,Mumbai,afternoon,0
4721,3495,3.01,online,Singapore,afternoon,0
4722,2257,441.49,in-person,New York,afternoon,0
4723,4634,56.2,online,London,morning,0
4724,2841,261.64,online,Dubai,night,0
4725,3309,333.22,transfer,Dubai,afternoon,0
4726,2850,391.78,ATM,Singapore,afternoon,0
4727,3172,955.77,in-person,Sydney,morning,0
4728,1910,69.64,transfer,Mumbai,night,0
4729,1244,247.74,transfer,Sydney,morning,0
4730,1541,24.52,transfer,Singapore,afternoon,0
4731,3532,104.45,online,Dubai,night,0
4732,3169,376.74,online,Dubai,morning,0
4733,3172,91.66,online,Sydney,night,0
4734,2572,178.85,online,Sydney,afternoon,0
4735,3217,140.14,online,Sydney,afternoon,0
4736,1123,207.66,online,London,afternoon,0
4737,4940,721.6,online,Mumbai,night,0
4738,4106,11.47,online,Mumbai,night,1
4739,4158,170.65,in-person,Dubai,afternoon,0
4740,3693,397.6,online,Dubai,afternoon,0
4741,2731,131.32,transfer,Singapore,afternoon,0
4742,1785,16.36,online,Singapore,afternoon,0
4743,3043,164.44,transfer,London,morning,0
4744,3248,80.72,ATM,Dubai,night,0
4745,3416,33.67,transfer,Singapore,night,0
4746,1796,378.14,transfer,London,night,0
4747,1076,147.46,ATM,Mumbai,afternoon,0
4748,1058,541.44,online,Dubai,night,0
4749,3478,328.0,ATM,New York,night,0
4750,3685,236.16,transfer,Dubai,afternoon,0
4751,2523,1.01,transfer,Singapore,night,0
4752,2936,111.66,online,Dubai,morning,0
4753,3156,44.0,in-person,New York,morning,0
4754,4807,483.37,in-person,Dubai,morning,0
4755,4055,38.37,in-person,Singapore,morning,0
4756,2301,67.39,transfer,Mumbai,afternoon,0
4757,1067,145.48,online,Singapore,night,0
4758,4140,61.13,online,London,afternoon,0
4759,4236,47.11,in-person,Singapore,afternoon,0
4760,4560,182.81,online,London,afternoon,0
4761,3352,18.63,online,Dubai,afternoon,0
4762,2932,11.99,online,London,afternoon,0
4763,3721,93.12,online,Sydney,afternoon,0
4764,1364,255.07,in-person,Dubai,night,1
4765,4925,161.85,online,London,afternoon,0
4766,1820,109.94,ATM,Singapore,afternoon,0
4767,2402,166.83,transfer,New York,night,0
4768,3390,90.97,transfer,Dubai,morning,0
4769,1946,550.23,online,London,afternoon,0
4770,3946,11.29,in-person,New York,night,0
4771,2577,223.8,in-person,London,night,0
4772,2377,443.8,ATM,London,morning,0
4773,2439,325.81,transfer,London,afternoon,0
4774,4180,40.68,in-person,Singapore,afternoon,0
4775,4634,70.17,transfer,London,morning,0
4776,1761,252.5,online,New York,afternoon,0
4777,4568,17.61,online,Sydney,afternoon,0
4778,1340,334.12,in-person,London,night,0
4779,3989,253.81,online,Sydney,morning,0
4780,1382,261.58,online,Mumbai,night,0
4781,2003,21.13,transfer,Dubai,afternoon,0
4782,2556,253.0,online,Singapore,afternoon,0
4783,1299,227.77,in-person,Mumbai,afternoon,0
4784,1138,355.48,ATM,Mumbai,night,0
4785,1358,8.5,online,New York,night,0
4786,1835,4.68,online,New York,afternoon,0
4787,2522,93.36,online,Sydney,afternoon,0
4788,4456,32.22,online,Sydney,afternoon,0
4789,2627,163.46,online,Singapore,afternoon,0
4790,2982,498.63,online,Singapore,morning,0
4791,2303,99.35,in-person,Dubai,afternoon,0
4792,4708,372.8,online,London,afternoon,0
4793,3530,0.05,transfer,Singapore,morning,0
4794,1908,36.91,transfer,Singapore,afternoon,0
4795,2134,6.18,transfer,Sydney,afternoon,0
4796,3913,79.54,in-person,London,afternoon,0
4797,3186,477.61,online,Dubai,night,0
4798,1995,20.4,transfer,New York,morning,0
4799,3482,186.49,online,Dubai,night,0
4800,3556,120.11,online,London,afternoon,0
4801,3320,557.64,transfer,New York,morning,0
4802,4170,26.14,online,New York,night,1
4803,4835,47.66,online,New York,afternoon,0
4804,4921,6.0,transfer,Dubai,afternoon,0
4805,3151,113.81,ATM,Sydney,afternoon,0
4806,2237,65.1,online,London,night,0
4807,2784,407.9,online,Dubai,night,0
4808,4735,185.74,in-person,Dubai,night,0
4809,3809,190.43,transfer,Mumbai,night,0
4810,3834,151.82,online,Singapore,morning,0
4811,1164,19.27,in-person,Dubai,afternoon,0
4812,1998,117.76,ATM,Mumbai,night,0
4813,4924,1522.27,online,Sydney,night,0
4814,3567,360.64,ATM,Sydney,afternoon,0
4815,2307,447.85,ATM,London,night,0
4816,3564,346.58,online,Mumbai,morning,0
4817,1656,21.75,transfer,Dubai,afternoon,0
4818,3660,51.61,online,London,afternoon,0
4819,3211,0.63,transfer,Mumbai,afternoon,0
4820,2909,72.34,transfer,Dubai,night,0
4821,4730,22.99,online,London,night,0
4822,3046,128.03,transfer,London,morning,0
4823,3111,226.1,transfer,Singapore,night,0
4824,4162,415.1,online,Sydney,afternoon,0
4825,2140,276.63,online,Dubai,afternoon,0
4826,2889,558.02,online,Singapore,afternoon,0
4827,1266,11.08,in-person,London,night,0
4828,2845,2.45,ATM,London,afternoon,0
4829,2708,216.55,transfer,Mumbai,morning,0
4830,4630,68.32,in-person,Singapore,afternoon,0
4831,4211,58.47,in-person,New York,morning,0
4832,3293,80.36,online,Dubai,afternoon,0
4833,4732,62.89,online,Sydney,morning,0
4834,4829,143.26,in-person,Singapore,afternoon,0
4835,3442,116.02,in-person,London,afternoon,0
4836,2510,143.66,in-person,Mumbai,morning,0
4837,1475,223.38,ATM,Dubai,night,0
4838,4588,97.92,in-person,Sydney,afternoon,0
4839,1976,57.89,in-person,Dubai,afternoon,0
4840,2207,36.35,online,Mumbai,night,0
4841,2043,85.99,ATM,London,afternoon,0
4842,2960,270.81,transfer,Sydney,night,0
4843,1557,282.7,transfer,New York,afternoon,0
4844,2017,219.87,in-person,Mumbai,afternoon,0
4845,4595,53.32,in-person,New York,night,0
4846,2605,177.39,in-person,Singapore,morning,0
4847,4600,169.12,online,Dubai,afternoon,0
4848,1882,132.43,in-person,Sydney,afternoon,0
4849,3194,159.69,ATM,London,afternoon,0
4850,1665,135.37,online,New York,night,0
4851,4375,166.69,online,London,afternoon,0
4852,3667,251.41,transfer,Singapore,night,0
4853,2771,23.22,online,New York,afternoon,0
4854,3867,276.96,in-person,London,morning,0
4855,1863,29.21,in-person,London,afternoon,0
4856,1581,13.79,online,Singapore,night,0
4857,4070,746.61,transfer,Mumbai,afternoon,0
4858,1694,629.27,in-person,Sydney,night,0
4859,4833,12.47,transfer,Singapore,afternoon,0
4860,2251,117.13,transfer,New York,night,0
4861,4173,41.22,transfer,New York,morning,0
4862,2610,132.85,online,Dubai,morning,0
4863,4488,354.6,online,London,morning,0
4864,2239,601.61,online,Sydney,night,0
4865,3454,201.16,in-person,New York,afternoon,0
4866,1398,87.36,transfer,Mumbai,afternoon,0
4867,2946,184.93,in-person,Mumbai,night,0
4868,1714,74.79,transfer,Singapore,morning,0
4869,1703,481.2,online,New York,afternoon,0
4870,3808,408.66,online,Sydney,afternoon,0
4871,3546,163.39,transfer,Sydney,afternoon,0
4872,4825,78.55,in-person,New York,morning,0
4873,4536,69.46,transfer,Dubai,afternoon,0
4874,2714,6.8,online,Dubai,afternoon,0
4875,2972,338.37,ATM,Dubai,morning,0
4876,4021,119.71,in-person,New York,morning,0
4877,4802,78.65,transfer,Singapore,morning,0
4878,1081,127.4,online,Sydney,afternoon,0
4879,1603,341.56,in-person,Singapore,morning,0
4880,2970,26.62,ATM,Singapore,afternoon,0
4881,2710,389.9,transfer,Singapore,night,0
4882,3046,455.6,online,Mumbai,night,0
4883,4822,586.39,online,New York,night,0
4884,3819,101.33,in-person,London,afternoon,0
4885,1902,48.96,online,New York,afternoon,0
4886,1364,93.57,transfer,Singapore,afternoon,0
4887,1162,80.97,online,Mumbai,night,0
4888,4119,38.75,online,Mumbai,night,0
4889,3558,186.92,in-person,New York,afternoon,0
4890,4400,129.49,in-person,London,afternoon,0
4891,2863,401.54,transfer,Singapore,night,0
4892,1115,6.53,ATM,Mumbai,morning,0
4893,3988,206.49,online,Singapore,night,0
4894,4920,287.9,transfer,Singapore,afternoon,0
4895,3384,285.0,online,Sydney,afternoon,0
4896,1880,434.44,in-person,Singapore,morning,0
4897,3784,261.15,online,Dubai,morning,0
4898,4935,525.69,online,Sydney,morning,0
4899,1839,80.89,online,Singapore,morning,0
4900,3194,139.92,online,Singapore,afternoon,0
4901,4646,2.84,transfer,London,morning,0
4902,4877,1.4,transfer,Sydney,night,0
4903,2346,54.92,ATM,Sydney,afternoon,0
4904,3490,21.25,in-person,London,afternoon,0
4905,3884,60.28,online,Dubai,afternoon,0
4906,2036,38.97,online,Sydney,morning,0
4907,1942,5.79,online,Dubai,night,0
4908,4565,480.05,online,Singapore,afternoon,0
4909,2724,1.65,in-person,Mumbai,morning,0
4910,3334,266.42,in-person,Mumbai,morning,0
4911,3767,33.01,online,New York,afternoon,0
4912,2137,486.61,online,Mumbai,afternoon,0
4913,3527,446.6,online,Mumbai,afternoon,0
4914,1021,212.21,online,London,afternoon,0
4915,4420,223.09,online,New York,night,0
4916,2749,1.07,transfer,New York,night,0
4917,1682,838.24,online,London,afternoon,0
4918,4906,420.47,transfer,Mumbai,night,1
4919,4637,450.96,online,Mumbai,morning,0
4920,3953,215.32,online,New York,afternoon,0
4921,2833,84.56,transfer,Mumbai,morning,0
4922,3367,448.2,in-person,New York,morning,0
4923,1125,68.93,online,Mumbai,afternoon,0
4924,1276,165.43,transfer,Singapore,night,1
4925,2999,21.01,online,London,morning,0
4926,2227,510.1,online,Sydney,morning,0
4927,3241,30.34,transfer,Dubai,night,0
4928,4752,50.95,transfer,Singapore,afternoon,0
4929,4735,163.35,online,Mumbai,morning,0
4930,4618,288.86,online,Dubai,morning,0
4931,1695,193.18,transfer,Sydney,afternoon,0
4932,2309,52.83,online,Singapore,afternoon,0
4933,1056,0.19,online,Sydney,morning,0
4934,4805,283.06,in-person,London,afternoon,0
4935,4374,842.72,ATM,Dubai,afternoon,0
4936,4234,332.05,online,Sydney,afternoon,0
4937,1018,123.31,transfer,Dubai,night,0
4938,4441,468.2,in-person,London,morning,0
4939,3311,105.47,in-person,Sydney,night,0
4940,3841,148.86,transfer,Singapore,night,0
4941,1112,129.68,ATM,Dubai,afternoon,0
4942,4559,118.71,online,Sydney,night,0
4943,4398,298.5,online,London,afternoon,0
4944,1541,149.63,ATM,Sydney,night,0
4945,3694,76.17,in-person,Sydney,afternoon,0
4946,1578,59.72,in-person,Singapore,morning,0
4947,2088,7.7,in-person,Mumbai,afternoon,0
4948,4363,175.03,transfer,New York,morning,0
4949,1024,52.26,transfer,Mumbai,morning,0
4950,2572,32.07,ATM,Mumbai,afternoon,0
4951,3048,212.17,in-person,New York,night,0
4952,3958,228.64,online,Sydney,afternoon,0
4953,2572,278.99,in-person,Mumbai,night,0
4954,1140,140.07,in-person,Mumbai,morning,0
4955,2767,448.97,in-person,London,afternoon,0
4956,1647,550.85,in-person,London,night,0
4957,4972,329.4,online,Singapore,morning,0
4958,3235,201.9,in-person,Dubai,morning,0
4959,4199,72.4,in-person,Sydney,night,0
4960,1200,814.26,transfer,Singapore,afternoon,0
4961,4198,64.08,in-person,London,afternoon,0
4962,1256,45.29,online,London,night,0
4963,4747,116.73,in-person,New York,night,0
4964,1546,11.7,transfer,New York,night,0
4965,3241,767.89,in-person,London,night,0
4966,3750,177.56,in-person,Mumbai,morning,0
4967,4175,162.82,in-person,Singapore,morning,0
4968,4606,213.3,online,London,night,0
4969,4336,137.44,transfer,Sydney,afternoon,0
4970,1801,6.52,online,London,afternoon,0
4971,1941,189.51,in-person,New York,morning,0
4972,4455,251.88,online,Singapore,night,0
4973,4331,107.83,online,Singapore,morning,0
4974,1413,283.18,in-person,Dubai,morning,0
4975,3014,51.5,in-person,London,morning,0
4976,2381,50.02,transfer,Dubai,night,0
4977,2098,35.21,transfer,New York,night,0
4978,4426,93.04,transfer,Dubai,afternoon,0
4979,4655,375.48,in-person,Mumbai,morning,1
4980,4842,351.95,in-person,London,night,0
4981,1909,96.52,in-person,London,night,0
4982,1187,177.89,in-person,Singapore,morning,0
4983,4756,255.18,in-person,Dubai,night,0
4984,3015,55.21,ATM,Singapore,night,0
4985,2313,36.82,online,Sydney,afternoon,0
4986,3092,715.8,ATM,Dubai,morning,0
4987,4644,192.24,online,Dubai,night,0
4988,3130,797.09,online,New York,morning,0
4989,2146,82.42,online,Dubai,morning,0
4990,1357,242.83,in-person,Singapore,night,0
4991,2551,50.36,online,Sydney,afternoon,0
4992,2089,60.55,transfer,Dubai,afternoon,0
4993,3983,143.45,transfer,Dubai,night,0
4994,2680,77.02,in-person,London,afternoon,0
4995,3422,36.69,in-person,London,afternoon,0
4996,1161,61.0,ATM,Sydney,afternoon,0
4997,4817,7.28,transfer,London,afternoon,0
4998,4451,243.77,in-person,Mumbai,night,0
4999,4727,135.5,transfer,London,night,0
5000,4429,19.8,in-person,Mumbai,afternoon,0
5001,4259,37.67,in-person,Sydney,morning,0
5002,3369,21.64,online,Mumbai,night,0
5003,1449,189.66,in-person,Sydney,morning,0
5004,2497,19.79,online,Singapore,morning,0
5005,2036,280.71,online,London,night,0
5006,3231,4.14,in-person,Dubai,afternoon,0
5007,3158,57.37,ATM,New York,afternoon,0
5008,2950,442.67,ATM,Dubai,night,0
5009,3555,253.55,in-person,London,night,0
5010,2313,15.15,in-person,Dubai,afternoon,0
5011,3342,344.21,online,London,night,0
5012,4522,135.86,in-person,London,afternoon,0
5013,3951,375.18,online,Dubai,morning,0
5014,2238,183.63,online,Mumbai,night,0
5015,1973,229.04,in-person,Singapore,morning,0
5016,1631,1007.24,online,Singapore,afternoon,0
5017,4965,52.88,online,Singapore,afternoon,0
5018,2590,195.6,transfer,Singapore,afternoon,0
5019,2050,123.36,online,New York,morning,0
5020,4701,8.05,online,Sydney,night,0
5021,3780,2.92,online,London,afternoon,0
5022,4302,25.39,online,New York,morning,0
5023,2588,209.45,online,Singapore,afternoon,0
5024,4878,167.48,transfer,Singapore,afternoon,0
5025,3368,161.23,online,Dubai,afternoon,0
5026,3960,6.48,transfer,Singapore,morning,0
5027,4304,126.71,online,London,afternoon,0
5028,2693,517.05,in-person,Singapore,morning,0
5029,1436,101.36,in-person,Singapore,night,0
5030,3828,196.12,in-person,New York,morning,1
5031,2556,302.66,in-person,London,afternoon,0
5032,4474,306.43,ATM,Mumbai,afternoon,0
5033,2076,146.49,online,Dubai,afternoon,0
5034,4858,390.32,in-person,Mumbai,morning,0
5035,4384,99.31,transfer,Sydney,morning,0
5036,2304,439.09,online,New York,morning,0
5037,3773,54.95,online,Singapore,afternoon,0
5038,3078,65.76,online,Dubai,morning,0
5039,3384,10.92,in-person,Sydney,morning,0
5040,1182,317.52,online,Sydney,morning,0
5041,4094,107.93,online,London,night,0
5042,3591,52.04,in-person,Dubai,night,0
5043,2469,52.74,in-person,Sydney,night,0
5044,4145,463.34,online,New York,afternoon,0
5045,4081,359.05,online,Singapore,morning,0
5046,4555,161.28,in-person,New York,afternoon,0
5047,2479,191.48,ATM,Sydney,afternoon,0
5048,2589,128.61,in-person,London,afternoon,0
5049,2587,99.41,transfer,Mumbai,afternoon,0
5050,1659,494.15,online,Singapore,afternoon,0
5051,1159,26.85,online,Singapore,morning,0
5052,4953,108.41,in-person,New York,morning,0
5053,4085,84.49,transfer,New York,morning,0
5054,4249,137.89,in-person,New York,morning,0
5055,3459,122.36,transfer,Sydney,morning,0
5056,4949,146.33,ATM,Singapore,morning,0
5057,2011,30.15,online,New York,morning,0
5058,1052,143.96,online,Dubai,morning,0
5059,3455,55.52,online,Sydney,morning,0
5060,3894,40.75,online,Sydney,morning,0
5061,2045,13.41,online,Dubai,afternoon,0
5062,2053,287.65,transfer,Dubai,night,0
5063,3750,111.53,online,Sydney,night,0
5064,3307,197.04,online,Singapore,night,0
5065,2228,260.09,online,New York,afternoon,0
5066,4130,227.46,ATM,London,afternoon,0
5067,2494,127.16,in-person,New York,morning,0
5068,3823,98.17,ATM,Singapore,night,0
5069,2489,94.31,ATM,Dubai,night,1
5070,2035,204.36,in-person,Singapore,night,0
5071,4702,136.56,online,New York,morning,0
5072,2950,378.27,online,Singapore,afternoon,0
5073,4361,415.41,online,London,morning,0
5074,1849,37.4,transfer,Singapore,night,0
5075,4831,29.29,online,Mumbai,morning,0
5076,1353,199.07,online,Singapore,afternoon,0
5077,4710,71.69,in-person,New York,morning,0
5078,2098,3.75,in-person,Mumbai,night,0
5079,3920,439.0,in-person,Dubai,morning,0
5080,2739,51.47,online,New York,night,0
5081,4632,529.81,transfer,Sydney,afternoon,1
5082,4662,252.77,in-person,London,afternoon,0
5083,2464,287.65,online,Singapore,morning,0
5084,1990,44.99,transfer,Singapore,night,0
5085,2264,53.37,ATM,New York,night,0
5086,4065,147.32,online,Singapore,afternoon,0
5087,2884,37.77,online,Singapore,afternoon,0
5088,4225,72.89,in-person,Dubai,morning,0
5089,2809,77.56,online,Singapore,morning,0
5090,4167,34.78,transfer,Singapore,afternoon,0
5091,4797,45.93,online,Dubai,afternoon,0
5092,3341,310.76,transfer,Sydney,afternoon,0
5093,3256,36.59,in-person,Singapore,afternoon,0
5094,4414,5.77,in-person,Sydney,night,0
5095,2111,198.5,online,Dubai,night,0
5096,1817,745.8,online,London,afternoon,1
5097,2799,80.46,online,Singapore,afternoon,0
5098,2960,25.26,online,New York,night,0
5099,3437,168.97,online,Mumbai,afternoon,0
5100,3372,473.65,transfer,London,afternoon,1
5101,3987,306.55,online,Singapore,night,1
5102,1888,194.85,transfer,New York,night,0
5103,2855,75.68,in-person,Mumbai,night,0
5104,2180,156.12,transfer,Dubai,morning,0
5105,1667,19.14,ATM,Singapore,afternoon,0
5106,4722,227.23,online,Sydney,morning,0
5107,1632,258.27,transfer,Sydney,afternoon,0
5108,3624,670.66,in-person,Dubai,afternoon,0
5109,2642,60.33,transfer,London,morning,0
5110,4730,3.73,in-person,Sydney,afternoon,0
5111,1136,157.76,in-person,Mumbai,afternoon,0
5112,2946,245.37,online,Sydney,night,0
5113,2697,312.52,online,Mumbai,morning,0
5114,1427,43.07,in-person,Sydney,afternoon,0
5115,2475,60.7,ATM,Dubai,afternoon,0
5116,3659,143.73,transfer,Dubai,morning,0
5117,4921,80.27,online,Sydney,afternoon,0
5118,3958,393.95,transfer,London,night,0
5119,1818,128.4,transfer,New York,morning,0
5120,3188,321.47,online,Sydney,afternoon,0
5121,2106,173.8,online,Singapore,afternoon,0
5122,3224,296.64,online,New York,morning,0
5123,1197,80.9,transfer,Sydney,morning,0
5124,3671,356.06,transfer,Mumbai,night,0
5125,4639,64.2,online,Singapore,night,0
5126,2995,157.98,online,London,night,1
5127,3738,48.16,transfer,New York,afternoon,0
5128,4492,129.07,ATM,New York,night,0
5129,3448,76.6,transfer,Singapore,morning,0
5130,4769,62.04,in-person,London,night,0
5131,1470,682.16,online,Sydney,afternoon,0
5132,3265,34.89,in-person,London,night,0
5133,2948,309.6,online,Sydney,morning,0
5134,1928,829.11,transfer,New York,night,0
5135,4899,4.02,online,Sydney,afternoon,0
5136,3010,240.15,transfer,New York,morning,0
5137,4800,58.31,online,Dubai,afternoon,0
5138,3679,8.27,transfer,Singapore,afternoon,0
5139,3998,103.13,online,London,morning,0
5140,1905,547.34,in-person,Mumbai,afternoon,0
5141,3222,2.37,in-person,Singapore,afternoon,0
5142,1022,177.29,online,Sydney,morning,0
5143,4796,139.19,ATM,Dubai,afternoon,0
5144,4988,413.32,in-person,Singapore,morning,0
5145,1234,17.55,in-person,New York,morning,0
5146,4084,228.84,transfer,Singapore,morning,0
5147,2124,227.96,transfer,Sydney,morning,0
5148,1928,221.18,in-person,Singapore,night,0
5149,4607,570.62,ATM,Singapore,night,0
5150,4947,346.42,online,Sydney,night,0
5151,1522,8.58,online,Mumbai,morning,0
5152,2808,127.38,in-person,Dubai,night,0
5153,4523,101.48,online,Singapore,afternoon,0
5154,1430,74.26,in-person,Singapore,morning,0
5155,1792,120.05,online,Mumbai,night,0
5156,2629,96.96,in-person,London,night,0
5157,2736,113.24,transfer,Singapore,night,0
5158,1532,775.16,in-person,Sydney,morning,0
5159,4923,18.56,ATM,Sydney,afternoon,0
5160,4026,510.8,transfer,Singapore,morning,0
5161,2746,130.88,online,London,morning,0
5162,2675,195.5,online,Sydney,night,0
5163,2316,354.61,online,Singapore,afternoon,0
5164,3857,89.4,transfer,Singapore,morning,0
5165,1912,112.57,online,Singapore,morning,0
5166,2124,105.36,online,Dubai,afternoon,0
5167,2525,93.91,ATM,Sydney,night,0
5168,2327,519.47,in-person,New York,afternoon,0
5169,3918,353.14,online,Dubai,morning,0
5170,3587,23.08,online,London,afternoon,0
5171,2023,22.89,transfer,Dubai,afternoon,0
5172,2576,111.68,transfer,Dubai,night,0
5173,2378,20.77,online,Mumbai,afternoon,0
5174,4374,193.04,in-person,London,morning,0
5175,2519,31.02,transfer,London,morning,0
5176,2681,147.79,transfer,London,night,0
5177,4839,1.45,transfer,Dubai,morning,0
5178,2997,76.13,in-person,London,night,0
5179,1226,226.14,ATM,Sydney,morning,1
5180,2259,132.34,online,Mumbai,night,0
5181,1872,765.81,online,Singapore,morning,0
5182,1891,414.46,transfer,Dubai,morning,0
5183,2478,88.97,in-person,Singapore,afternoon,0
5184,2036,9.31,transfer,Singapore,afternoon,0
5185,3257,373.68,online,Dubai,afternoon,0
5186,3788,484.35,transfer,Sydney,afternoon,0
5187,1396,343.66,online,Dubai,afternoon,0
5188,2123,27.38,in-person,London,afternoon,0
5189,3078,1234.61,online,Mumbai,afternoon,0
5190,3945,59.84,in-person,Dubai,night,0
5191,4599,257.62,transfer,Singapore,afternoon,0
5192,1648,477.27,online,Dubai,night,0
5193,1328,53.76,online,Mumbai,afternoon,0
5194,4237,477.76,in-person,New York,afternoon,0
5195,2482,74.06,transfer,Sydney,afternoon,1
5196,4893,749.41,online,Singapore,afternoon,0
5197,1951,66.05,online,New York,afternoon,0
5198,3005,613.38,online,New York,night,0
5199,3016,11.01,ATM,Mumbai,afternoon,0
5200,4171,247.07,online,Sydney,night,0
5201,3668,151.9,online,Dubai,afternoon,0
5202,2878,129.97,transfer,New York,morning,0
5203,2196,50.59,in-person,London,night,0
5204,2772,244.56,online,Dubai,night,0
5205,1161,42.34,ATM,Sydney,morning,0
5206,4976,160.97,in-person,Singapore,morning,0
5207,2751,58.4,in-person,Dubai,afternoon,0
5208,1775,623.0,online,Mumbai,morning,1
5209,4334,5.81,transfer,Mumbai,afternoon,0
5210,2827,44.56,online,Singapore,night,0
5211,3321,55.5,online,Singapore,morning,0
5212,4074,106.91,online,Singapore,morning,0
5213,2051,52.98,transfer,Mumbai,afternoon,0
5214,3373,135.2,in-person,Sydney,morning,0
5215,1939,411.87,in-person,Sydney,night,0
5216,4220,249.0,online,Dubai,morning,0
5217,1539,173.48,in-person,New York,afternoon,0
5218,3535,18.64,transfer,New York,morning,0
5219,1821,236.83,online,London,afternoon,0
5220,2461,36.4,transfer,Mumbai,afternoon,0
5221,2088,308.7,online,Singapore,night,0
5222,1355,57.55,transfer,Sydney,afternoon,0
5223,4604,107.93,online,Dubai,night,0
5224,4323,86.3,in-person,Sydney,afternoon,0
5225,1234,391.54,ATM,Mumbai,night,0
5226,3274,27.06,ATM,London,morning,0
5227,2548,166.78,online,Sydney,afternoon,0
5228,4384,30.64,in-person,New York,afternoon,0
5229,3096,244.02,online,Dubai,morning,0
5230,1117,470.94,transfer,New York,afternoon,0
